City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
97,altay,47.8667,88.1167,267.36,95,100,0.87,CN,1675569151
98,hamilton,39.1834,-84.5333,279.57,52,0,6.69,US,1675569152
99,barrow,71.2906,-156.7887,244.16,76,100,2.57,US,1675569152
100,severo-kurilsk,50.6789,156.125,271.49,66,96,3.11,RU,1675569153
101,pinheiro,-2.5214,-45.0825,295.74,99,99,0.57,BR,1675569154
102,kahului,20.8947,-156.47,297.51,83,93,5.81,US,1675569154
103,vao,-22.6667,167.4833,299.76,88,100,8.73,NC,1675569155
104,bay roberts,47.5999,-53.2648,265.66,85,100,7.15,CA,1675569156
105,nyurba,63.2842,118.3319,235.14,98,100,1.21,RU,1675569156
106,necochea,-38.5473,-58.7368,287.07,88,0,4.24,AR,1675569005
107,damietta,31.4165,31.8133,285.09,77,19,6.88,EG,1675569157
108,antofagasta,-23.65,-70.4,295.75,77,24,1.07,CL,1675569157
109,lufilufi,-13.8745,-171.5986,300.03,76,97,0.89,WS,1675569158
110,tongliao,43.6125,122.2653,270.52,36,17,3.81,CN,1675569158
111,tiksi,71.6872,128.8694,241.42,100,100,1.4,RU,1675569037
112,roma,43.2128,-75.4557,268.05,56,100,4.63,US,1675569159
113,arlit,18.7369,7.3853,293.02,11,57,3.89,NE,1675569159
114,tiarei,-17.5333,-149.3333,302.16,79,87,6.5,PF,1675569160
115,husavik,66.0449,-17.3389,273.44,76,95,8.41,IS,1675569160
116,saint anthony,45.0205,-93.218,270.09,85,0,2.06,US,1675569161
117,saint george,37.1041,-113.5841,282.56,52,0,1.54,US,1675569020
118,bambous virieux,-20.3428,57.7575,299.94,83,40,2.06,MU,1675569162
119,souillac,-20.5167,57.5167,299.36,83,40,2.06,MU,1675569162
120,longyearbyen,78.2186,15.6401,265.06,53,0,14.4,SJ,1675569163
121,bulancak,40.9372,38.2291,275.05,80,75,1.03,TR,1675569163
122,manali,13.1667,80.2667,299.2,59,9,3.68,IN,1675569163
123,japura,-0.3167,102.35,301.5,75,99,1.57,ID,1675569164
124,saquarema,-22.92,-42.5103,298.39,87,12,2.63,BR,1675569165
125,saint marys,30.7305,-81.5465,289.16,88,31,3.13,US,1675569165
126,upernavik,72.7868,-56.1549,248.19,100,99,1.97,GL,1675569155
127,karratha,-20.7377,116.8463,309.28,34,8,4.23,AU,1675569166
128,roald,62.5833,6.1333,279.44,65,40,6.17,NO,1675569167
129,ponta do sol,32.6667,-17.1,289.66,57,39,3.6,PT,1675569167
130,snezhnogorsk,69.1933,33.2531,259.03,100,92,2.3,RU,1675569168
131,port lincoln,-34.7333,135.8667,294.17,59,20,4.36,AU,1675569168
132,vila velha,-20.3297,-40.2925,299.23,87,0,4.12,BR,1675568961
133,presidente olegario,-18.4178,-46.4181,292.21,89,70,0.7,BR,1675569169
134,coquimbo,-29.9533,-71.3436,292.0,72,0,1.54,CL,1675568932
135,kapaa,22.0752,-159.319,297.33,83,75,8.23,US,1675569017
136,nikolskoye,59.7035,30.7861,267.09,98,91,1.84,RU,1675569032
137,kaputa,-8.4689,29.6619,292.87,88,99,1.43,ZM,1675569170
138,kodiak,57.79,-152.4072,273.88,86,100,1.54,US,1675569037
139,chernyshevskiy,63.0128,112.4714,238.47,96,86,0.8,RU,1675569171
140,svetlyy,54.675,20.1347,271.46,84,41,2.02,RU,1675569172
141,mahebourg,-20.4081,57.7,299.96,83,40,2.06,MU,1675569172
142,yuanping,38.7153,112.7575,276.53,22,3,0.78,CN,1675569173
143,meulaboh,4.1363,96.1285,301.29,66,100,1.62,ID,1675569173
144,bengkulu,-3.8004,102.2655,301.44,68,89,3.91,ID,1675569173
145,gravdal,68.1214,13.5031,278.16,83,100,13.66,NO,1675569174
146,kungurtug,50.5994,97.5228,261.81,90,100,0.38,RU,1675569174
147,ancud,-41.8697,-73.8203,287.23,94,72,0.58,CL,1675569175
148,arraial do cabo,-22.9661,-42.0278,297.56,93,14,2.01,BR,1675569175
149,pointe michel,15.25,-61.3833,298.57,72,7,6.4,DM,1675569176
150,vanavara,60.34,102.2797,254.41,99,98,1.0,RU,1675569177
151,georgetown,5.4112,100.3354,303.12,66,20,2.57,MY,1675569024
152,kamenka,51.3223,42.7678,265.22,96,98,2.69,RU,1675569178
153,watrous,51.6668,-105.4679,267.03,93,92,2.06,CA,1675569178
154,orleans,30.0335,-89.9501,285.14,83,0,3.09,US,1675568946
155,shenxian,36.2411,115.6672,283.37,36,3,7.15,CN,1675569179
156,sawakin,19.1059,37.3321,293.81,72,31,3.25,SD,1675569179
157,egvekinot,66.3167,-179.1667,240.18,88,30,6.19,RU,1675569180
158,fort walton beach,30.4058,-86.6188,287.05,68,0,2.24,US,1675569180
159,qaanaaq,77.484,-69.3632,250.43,66,8,1.14,GL,1675569181
160,makakilo city,21.3469,-158.0858,296.33,72,20,3.6,US,1675569181
161,vaini,-21.2,-175.2,302.24,79,75,5.14,TO,1675569182
162,leningradskiy,69.3833,178.4167,242.28,99,100,1.72,RU,1675569183
163,seoul,37.5683,126.9778,277.91,58,20,2.57,KR,1675569183
164,pita,10.8333,-12.5833,295.06,31,4,1.21,GN,1675569184
165,codogno,45.1619,9.7022,278.82,73,54,4.39,IT,1675569185
166,allingabro,56.465,10.3341,274.3,86,100,7.15,DK,1675569186
167,kasongo,-4.45,26.6667,292.35,99,100,1.64,CD,1675569187
168,olot,42.181,2.4901,282.74,34,0,2.17,ES,1675569188
169,sobolevo,54.4299,31.8996,265.73,95,99,4.57,RU,1675569190
170,oyama,36.3,139.8,281.85,29,16,1.71,JP,1675569192
171,narsaq,60.9167,-46.05,268.27,93,99,3.0,GL,1675569193
172,sembe,1.6481,14.5806,294.0,64,79,1.31,CG,1675569194
173,acarau,-2.8856,-40.12,298.62,87,21,5.4,BR,1675568967
174,henties bay,-22.116,14.2845,290.75,87,99,1.84,NA,1675569195
175,sfantu gheorghe,45.8667,25.7833,267.55,92,100,0.75,RO,1675569196
176,the valley,18.217,-63.0578,298.2,79,6,9.08,AI,1675568918
177,araouane,18.9048,-3.5265,286.66,24,65,5.12,ML,1675569197
178,matay,28.419,30.7792,282.06,60,47,1.15,EG,1675569198
179,ostrovnoy,68.0531,39.5131,258.01,95,95,4.51,RU,1675569198
180,hambantota,6.1241,81.1185,301.34,89,40,4.63,LK,1675569199
181,comodoro rivadavia,-45.8667,-67.5,303.07,21,0,7.72,AR,1675569199
182,iqaluit,63.7506,-68.5145,239.0,62,75,8.75,CA,1675569200
183,uchiza,-8.4592,-76.4633,294.29,96,100,1.13,PE,1675569201
184,lodwar,3.1191,35.5973,298.57,46,86,2.5,KE,1675569202
185,milici,44.1711,19.0903,270.8,94,91,2.86,BA,1675569202
186,east london,-33.0153,27.9116,296.67,88,0,4.12,ZA,1675569203
187,richards bay,-28.783,32.0377,294.86,90,4,1.62,ZA,1675569204
188,pisco,-13.7,-76.2167,295.18,94,100,5.14,PE,1675569204
189,la palma,33.8464,-118.0467,289.99,69,0,0.45,US,1675569205
190,hervey bay,-25.2986,152.8535,301.52,74,62,7.69,AU,1675569206
191,hobyo,5.3505,48.5268,297.61,70,49,6.69,SO,1675569206
192,pangnirtung,66.1451,-65.7125,238.51,99,100,0.68,CA,1675569207
193,fairbanks,64.8378,-147.7164,256.13,87,0,0.0,US,1675569207
194,gat,31.61,34.7642,285.04,100,33,4.86,IL,1675569180
195,nelson bay,-32.7167,152.15,299.26,52,0,2.68,AU,1675569208
196,ukiah,39.1502,-123.2078,284.62,93,100,4.92,US,1675569209
197,saint-joseph,-21.3667,55.6167,300.36,80,92,3.76,RE,1675569209
198,homer,59.6425,-151.5483,272.08,80,100,3.09,US,1675568958
199,george town,5.4112,100.3354,303.12,66,20,2.57,MY,1675569041
200,port macquarie,-31.4333,152.9167,301.42,43,0,4.25,AU,1675569210
201,isangel,-19.55,169.2667,302.36,78,100,6.05,VU,1675569211
202,huilong,31.8111,121.655,283.11,69,57,4.66,CN,1675569211
203,tarauaca,-8.1614,-70.7656,295.3,98,99,1.0,BR,1675569041
204,palanga,55.9175,21.0686,266.16,93,0,0.51,LT,1675569212
205,kavieng,-2.5744,150.7967,301.19,73,100,1.53,PG,1675569043
206,klaksvik,62.2266,-6.589,279.66,76,98,10.31,FO,1675569213
207,krasnoselkup,65.7,82.4667,261.58,95,100,3.98,RU,1675569213
208,clyde river,70.4692,-68.5914,246.28,63,75,11.83,CA,1675569214
209,lagoa,39.05,-27.9833,288.27,88,44,10.17,PT,1675569214
210,alice springs,-23.7,133.8833,300.9,21,0,4.63,AU,1675569215
211,katsuura,35.1333,140.3,283.23,54,48,4.81,JP,1675569215
212,luderitz,-26.6481,15.1594,290.94,84,74,6.43,NA,1675569216
213,ngunguru,-35.6167,174.5,294.46,77,100,4.98,NZ,1675569217
214,torbay,47.6666,-52.7314,265.24,90,100,14.92,CA,1675569217
215,tocopilla,-22.092,-70.1979,295.9,79,25,0.38,CL,1675569217
216,salalah,17.0151,54.0924,293.2,77,20,1.54,OM,1675569218
217,ilulissat,69.2167,-51.1,254.16,55,75,3.09,GL,1675569219
218,mount gambier,-37.8333,140.7667,292.72,51,95,3.3,AU,1675569219
219,qitaihe,45.8,130.85,265.13,88,100,2.35,CN,1675569219
220,namie,37.4833,141.0,281.47,42,4,1.87,JP,1675569139
221,salinas,36.6777,-121.6555,288.61,75,20,7.72,US,1675569100
222,grakhovo,56.0502,51.9676,259.14,95,100,1.03,RU,1675569221
223,shimoda,34.6667,138.95,284.35,53,43,4.3,JP,1675569221
224,tuatapere,-46.1333,167.6833,292.91,81,87,2.94,NZ,1675569222
225,poya,-21.35,165.15,304.79,67,89,4.44,NC,1675569222
226,bantou,26.2151,117.4893,287.86,89,100,0.89,CN,1675569223
227,petatlan,17.5167,-101.2667,295.54,69,0,1.73,MX,1675569223
228,hvide sande,56.0045,8.1294,273.76,96,100,10.72,DK,1675569224
229,sangar,63.9242,127.4739,243.72,95,100,1.32,RU,1675569224
230,santiago del estero,-27.7951,-64.2615,297.31,47,100,0.66,AR,1675569225
231,kavaratti,10.5669,72.642,300.55,68,8,2.08,IN,1675569225
232,suntar,62.1444,117.6319,236.43,95,97,1.84,RU,1675569226
233,barahona,18.2085,-71.1008,296.31,81,0,0.92,DO,1675569226
234,saint-philippe,-21.3585,55.7679,300.92,82,96,4.12,RE,1675569227
235,kibaya,-5.3,36.5667,287.51,95,95,0.66,TZ,1675569227
236,bonavista,48.6499,-53.1147,265.03,71,95,16.47,CA,1675569228
237,constitucion,-35.3333,-72.4167,287.6,96,20,0.81,CL,1675569228
238,dondo,-19.6094,34.7431,297.88,95,35,1.57,MZ,1675569229
239,punta de piedra,7.6176,-71.4916,297.89,53,78,0.77,VE,1675569229
240,kruisfontein,-34.0033,24.7314,292.53,82,0,2.51,ZA,1675569230
241,ermelo,-26.5333,29.9833,285.57,100,40,1.54,ZA,1675569230
242,caravelas,-17.7125,-39.2481,298.71,86,32,4.44,BR,1675569202
243,mobaye,4.319,21.1786,293.3,33,62,0.89,CF,1675569231
244,maunabo,18.0072,-65.8993,298.54,90,28,5.72,PR,1675569231
245,waingapu,-9.6567,120.2641,298.99,84,100,4.21,ID,1675569232
246,sawankhalok,17.316,99.8319,300.09,83,20,1.54,TH,1675569232
247,tautira,-17.7333,-149.15,299.68,80,93,5.83,PF,1675569233
248,olafsvik,64.8945,-23.7142,277.91,96,100,15.85,IS,1675569233
249,batagay,67.6333,134.6333,236.19,95,100,0.45,RU,1675569234
250,fare,-16.7,-151.0167,300.38,77,23,7.01,PF,1675569234
251,ujiie,36.6833,139.9667,280.53,34,1,2.71,JP,1675569235
252,sao francisco,-15.9486,-44.8644,297.08,73,59,0.99,BR,1675569235
253,petropavlovsk-kamchatskiy,53.0452,158.6483,265.48,58,75,1.0,RU,1675569236
254,brownwood,31.7093,-98.9912,282.77,83,0,3.6,US,1675568955
255,novyy urengoy,66.0833,76.6333,257.57,99,89,3.14,RU,1675569237
256,aswan,24.0934,32.907,282.76,37,0,3.09,EG,1675569237
257,aras,42.5617,-2.356,278.57,81,20,5.14,ES,1675569238
258,domoni,-12.2569,44.5319,299.92,81,100,0.92,KM,1675569238
259,tenenkou,14.4572,-4.9169,292.29,17,64,5.33,ML,1675569239
260,emba,48.8264,58.1442,255.16,95,12,3.47,KZ,1675569239
261,whitehorse,60.7161,-135.0538,262.05,83,100,1.03,CA,1675569059
262,skibbereen,51.55,-9.2667,280.43,85,43,4.09,IE,1675569240
263,gympie,-26.1898,152.665,303.59,57,95,4.56,AU,1675569241
264,basoko,1.2391,23.616,293.25,55,30,0.89,CD,1675569242
265,caledon east,43.8691,-79.8669,271.88,79,100,5.98,CA,1675569242
266,dingle,10.9995,122.6711,301.57,71,42,5.76,PH,1675569243
267,abadiania,-16.2042,-48.7069,292.66,94,100,0.83,BR,1675569244
268,mbuguni,-3.5667,36.95,293.94,78,99,0.86,TZ,1675569244
269,san quintin,30.4833,-115.95,287.24,81,4,4.39,MX,1675569245
270,muli,2.9167,73.5667,299.77,71,90,1.21,MV,1675569245
271,chapais,49.7834,-74.8492,254.03,94,100,4.85,CA,1675569246
272,santa rosa,14.3122,121.1114,302.1,70,86,6.22,PH,1675569247
273,tahoua,14.8888,5.2692,295.57,16,2,4.17,NE,1675569247
274,srednekolymsk,67.45,153.6833,237.97,99,100,2.6,RU,1675569248
275,portland,45.5234,-122.6762,282.62,87,100,5.14,US,1675569112
276,fortuna,40.5982,-124.1573,284.63,90,100,9.26,US,1675569249
277,karasjok,69.4719,25.5112,259.46,97,100,1.88,NO,1675569250
278,kulhudhuffushi,6.6221,73.07,300.06,77,82,1.95,MV,1675569251
279,rocha,-34.4833,-54.3333,292.55,88,100,5.37,UY,1675569252
280,olsztyn,53.7799,20.4942,270.13,87,8,2.67,PL,1675569253
281,kenitra,34.261,-6.5802,277.57,69,0,2.21,MA,1675569254
282,lowestoft,52.4752,1.7516,280.38,85,77,7.31,GB,1675569256
283,bundaberg,-24.85,152.35,305.49,72,80,2.68,AU,1675569257
284,pineville,31.3224,-92.4343,282.09,72,0,2.06,US,1675569258
285,gornyy,55.1153,83.9059,256.36,97,63,1.98,RU,1675569259
286,atar,20.5169,-13.0499,287.69,23,81,4.9,MR,1675569260
287,otofuke,42.9917,143.2003,269.68,67,90,2.84,JP,1675569260
288,guanare,9.0418,-69.7421,298.65,59,81,1.15,VE,1675569261
289,nizhniy baskunchak,48.2198,46.8311,267.63,96,100,2.43,RU,1675569262
290,kathmandu,27.7167,85.3167,285.27,71,20,1.03,NP,1675569006
291,marseille,43.3333,5.5,283.62,76,0,2.26,FR,1675569263
292,kutum,14.2,24.6667,286.69,21,96,2.15,SD,1675569264
293,atasu,48.6814,71.6433,262.04,94,96,1.36,KZ,1675569265
294,mungwi,-10.1732,31.3694,289.31,96,100,1.8,ZM,1675569265
295,urubicha,-15.3833,-62.95,294.55,99,100,0.92,BO,1675569266
296,benjamin hill,30.1667,-111.1,290.59,25,0,1.26,MX,1675569266
